F2 | F2-PC-05 | HEARTBEAT OK
F4 | F4-BADGE | DNS OK
F5 | F5-BACKUP | PACKETS RX 50
F2 | F2-PRINTER-01 | AUTH OK user=admin
F2 | F2-PC-02 | FILE READ
F2 | F2-PC-06 | FLOW NORMAL -> F3-PC-09
F4 | F4-FILE-02 | DNS OK
F5 | F5-APP | PACKETS TX 702
F3 | F3-SWITCH | ACCESS OK
F4 | F4-SW-02 | ACCESS OK
F3 | F3-PC-05 | PACKETS TX 353
F3 | F3-BADGE | LOGIN OK user=dev
F3 | F3-PRINTER-02 | HEARTBEAT OK
F2 | F2-PC-08 | HEARTBEAT OK
F5 | F5-BADGE | HEARTBEAT OK
F1 | F1-RECEPTION-01 | SESSION ACTIVE
F4 | F4-DEV-02 | LOGIN FAIL user=reception
F5 | F5-CORE-SW | AUTH OK user=guest
F5 | F5-CORE-SW | HEARTBEAT OK
F4 | F4-SW-01 | AUTH FAIL user=admin
F4 | F4-PC-04 | DEVICE IDLE
F4 | F4-PC-05 | SESSION ACTIVE
F1 | F1-RECEPTION-01 | AUTH FAIL user=reception
F4 | F4-PC-03 | DNS OK
F4 | F4-SW-01 | HEARTBEAT OK
F3 | F3-PC-02 | HEARTBEAT OK
F3 | F3-PC-09 | DEVICE IDLE
F2 | F2-SWITCH | AUTH OK user=dev
F3 | F3-FILE-02 | SYNC OK
F3 | F3-PC-03 | LOGIN FAIL user=admin
F1 | F1-CAM-01 | ACCESS OK
F5 | F5-HR | DNS OK
F1 | F1-KIOSK | DNS OK
F4 | F4-PC-06 | AUTH FAIL user=admin
F5 | F5-APP | LOGIN FAIL user=staff
F2 | F2-SWITCH | SESSION ACTIVE
F1 | F1-WIFI | FLOW NORMAL -> F1-WIFI
F2 | F2-PC-07 | ACCESS OK
F3 | F3-PC-03 | ACCESS OK
F2 | F2-SWITCH | HEARTBEAT OK
F5 | F5-CORE-SW | ACCESS OK
F4 | F4-CLOUD-01 | HEARTBEAT OK
F4 | F4-FILE-01 | LINK ACTIVE -> F3-PRINTER-01
F4 | F4-FILE-02 | FILE WRITE
F3 | F3-PC-09 | AUTH FAIL user=dev
F4 | F4-CLOUD-02 | LOGIN FAIL user=admin
F5 | F5-AUDIT | LINK ACTIVE -> F3-PC-02
F1 | F1-CAM-03 | ACCESS OK
F4 | F4-DEV-03 | LOGIN OK user=admin
F1 | F1-KIOSK | FILE READ
F2 | F2-SWITCH | PACKETS TX 87
F1 | F1-BADGE | SYNC OK
F4 | F4-FILE-01 | AUTH OK user=staff
F2 | F2-WIFI | SESSION ACTIVE
F3 | F3-PRINTER-02 | PACKETS RX 68
F2 | F2-PC-03 | HEARTBEAT OK
F5 | F5-FINANCE | FILE WRITE
F1 | F1-BADGE | PACKETS TX 864
F3 | F3-PC-06 | SYNC OK
F2 | F2-PC-04 | LOGIN FAIL user=staff
F3 | F3-SWITCH | LINK ACTIVE -> F3-PRINTER-02
F5 | F5-AUDIT | SYNC OK
F2 | F2-BADGE | LOGIN OK user=guest
F4 | F4-SW-02 | AUTH FAIL user=guest
F1 | F1-CAM-04 | LINK ACTIVE -> F4-PC-04
F3 | F3-CLOUD | AUTH OK user=staff
F1 | F1-CAM-04 | LOGIN OK user=guest
F3 | F3-FILE-02 | FILE WRITE
F1 | F1-WIFI | AUTH FAIL user=guest
F1 | F1-CAM-03 | PACKETS RX 874
F4 | F4-PC-04 | FILE READ
F2 | F2-PC-03 | FILE WRITE
F3 | F3-PC-03 | HEARTBEAT OK
F4 | F4-CLOUD-01 | FILE READ
F4 | F4-CLOUD-02 | FILE WRITE
F2 | F2-PC-03 | PACKETS TX 670
F1 | F1-BADGE | LOGIN OK user=dev
F3 | F3-PRINTER-02 | DNS OK
F2 | F2-PC-04 | AUTH FAIL user=guest
F1 | F1-WIFI | DNS OK
F2 | F2-PC-07 | ACCESS OK
F4 | F4-PC-01 | FILE WRITE
F5 | F5-FINANCE | LOGIN OK user=staff
F3 | F3-PC-05 | FLOW NORMAL -> F1-CAM-02
F1 | F1-CAM-04 | FLOW NORMAL -> F3-FILE-03
F4 | F4-FILE-02 | DEVICE IDLE
F3 | F3-FILE-03 | FLOW NORMAL -> F2-PC-09
F5 | F5-BADGE | PACKETS RX 621
F3 | F3-SWITCH | PACKETS RX 381
F1 | F1-RECEPTION-01 | FLOW NORMAL -> F1-CAM-04
F3 | F3-PC-04 | LINK ACTIVE -> F4-FILE-01
F4 | F4-BADGE | DNS OK
F2 | F2-WIFI | DNS OK
F1 | F1-WIFI | PACKETS TX 197
F5 | F5-BADGE | LOGIN OK user=dev
F3 | F3-PRINTER-02 | PACKETS TX 634
F3 | F3-FILE-02 | FILE WRITE
F3 | F3-PRINTER-02 | SESSION ACTIVE
F2 | F2-PC-04 | LOGIN OK user=guest
F5 | F5-HR | SYNC OK
F1 | F1-KIOSK | SYNC OK
F3 | F3-PC-03 | LOGIN OK user=dev
F3 | F3-PC-01 | SYNC OK
F5 | F5-FINANCE | PACKETS TX 830
F4 | F4-PC-04 | DNS OK
F4 | F4-DEV-01 | SESSION ACTIVE
F1 | F1-KIOSK | DEVICE IDLE
F1 | F1-RECEPTION-01 | AUTH OK user=admin
F1 | F1-BADGE | AUTH FAIL user=staff
F3 | F3-FILE-01 | LOGIN OK user=staff
F4 | F4-PC-02 | LINK ACTIVE -> F1-BADGE
F2 | F2-WIFI | DNS OK
F3 | F3-PC-10 | SESSION ACTIVE
F3 | F3-PC-02 | ACCESS OK
F2 | F2-PRINTER-03 | PACKETS TX 871
F3 | F3-PC-05 | SESSION ACTIVE
F2 | F2-WIFI | HEARTBEAT OK
F2 | F2-PRINTER-03 | ACCESS OK
F2 | F2-PC-03 | HEARTBEAT OK
F2 | F2-PC-08 | FILE READ
F2 | F2-PC-05 | PACKETS TX 219
F3 | F3-FILE-03 | LOGIN OK user=staff
F4 | F4-PC-03 | DEVICE IDLE
F2 | F2-PRINTER-02 | FILE WRITE
F1 | F1-WIFI | AUTH FAIL user=staff
F2 | F2-PC-07 | DNS OK
F2 | F2-SWITCH | FILE READ
F4 | F4-PC-03 | PACKETS TX 617
F4 | F4-FILE-01 | SYNC OK
F1 | F1-CAM-02 | DNS OK
F5 | F5-CORE-SW | PACKETS RX 812
F2 | F2-PC-10 | PACKETS TX 257
F1 | F1-CAM-03 | ACCESS OK
F2 | F2-PC-07 | LOGIN FAIL user=staff
F2 | F2-PC-01 | LOGIN FAIL user=dev
F1 | F1-WIFI | SESSION ACTIVE
F5 | F5-BACKUP | FILE READ
F5 | F5-BACKUP | DEVICE IDLE
F5 | F5-HR | LOGIN OK user=staff
F3 | F3-PRINTER-01 | DEVICE IDLE
F5 | F5-DOMAIN | LOGIN FAIL user=reception
F5 | F5-BADGE | ACCESS OK
F4 | F4-DEV-01 | LINK ACTIVE -> F3-BADGE
F3 | F3-PC-02 | DNS OK
F4 | F4-SW-02 | SYNC OK
F4 | F4-PC-06 | DNS OK
F3 | F3-FILE-03 | FILE WRITE
F4 | F4-PC-04 | SESSION ACTIVE
F4 | F4-PC-03 | ACCESS OK
F2 | F2-PC-01 | FLOW NORMAL -> F2-PC-01
F3 | F3-FILE-01 | LOGIN OK user=dev
F4 | F4-PC-01 | SYNC OK
F1 | F1-CAM-02 | LOGIN OK user=dev
F3 | F3-SWITCH | FILE WRITE
F4 | F4-SW-02 | LOGIN OK user=reception
F4 | F4-DEV-02 | DEVICE IDLE
F5 | F5-HR | PACKETS TX 283
F4 | F4-PC-04 | HEARTBEAT OK
F2 | F2-PRINTER-03 | LOGIN OK user=staff
F3 | F3-PC-07 | AUTH OK user=admin
F2 | F2-PC-01 | PACKETS RX 866
F5 | F5-APP | AUTH OK user=admin
F3 | F3-PC-03 | AUTH FAIL user=guest
F2 | F2-BADGE | DEVICE IDLE
F1 | F1-CAM-01 | DNS OK
F3 | F3-PRINTER-02 | DNS OK
F3 | F3-PRINTER-02 | ACCESS OK
F3 | F3-FILE-02 | ACCESS OK
F2 | F2-SWITCH | FLOW NORMAL -> F5-FIREWALL
F3 | F3-PC-07 | HEARTBEAT OK
F3 | F3-FILE-02 | PACKETS RX 846
F4 | F4-BADGE | FILE READ
F4 | F4-DEV-01 | HEARTBEAT OK
F5 | F5-BADGE | FLOW NORMAL -> F4-PC-06
F3 | F3-PC-03 | SYNC OK
F3 | F3-BADGE | LOGIN FAIL user=staff
F5 | F5-AUDIT | LOGIN OK user=reception
F3 | F3-SWITCH | AUTH OK user=admin
F2 | F2-SWITCH | FILE WRITE
F4 | F4-DEV-03 | DNS OK
F4 | F4-SW-01 | LOGIN OK user=dev
F1 | F1-BADGE | DEVICE IDLE
F2 | F2-PC-08 | FLOW NORMAL -> F3-FILE-03
F1 | F1-RECEPTION-01 | LOGIN FAIL user=admin
F3 | F3-SWITCH | SYNC OK
F4 | F4-DEV-03 | FILE WRITE
F4 | F4-DEV-01 | PACKETS RX 337
F1 | F1-RECEPTION-02 | LINK ACTIVE -> F2-PC-08
F2 | F2-PC-10 | PACKETS TX 585
F4 | F4-PC-06 | FILE READ
F3 | F3-BADGE | FILE READ
F1 | F1-WIFI | FILE READ
F2 | F2-SWITCH | LOGIN FAIL user=guest
F3 | F3-PRINTER-02 | LOGIN OK user=admin
F2 | F2-PC-02 | SESSION ACTIVE
F2 | F2-PC-04 | SESSION ACTIVE
F1 | F1-CAM-01 | LOGIN FAIL user=guest
F2 | F2-PRINTER-04 | DNS OK
F1 | F1-WIFI | FILE READ
F3 | F3-PC-10 | DNS OK
F3 | F3-PC-03 | PACKETS RX 679
F5 | F5-DOMAIN | AUTH OK user=reception
F1 | F1-CAM-04 | DEVICE IDLE
F5 | F5-AUDIT | HEARTBEAT OK
F2 | F2-PRINTER-02 | PACKETS TX 884
F4 | F4-DEV-02 | FILE READ
F2 | F2-PRINTER-01 | AUTH FAIL user=staff
F5 | F5-CORE-SW | FILE WRITE
F5 | F5-FINANCE | AUTH OK user=reception
F3 | F3-BADGE | FLOW NORMAL -> F3-BADGE
F3 | F3-FILE-03 | FILE WRITE
F5 | F5-BADGE | SESSION ACTIVE
F3 | F3-FILE-03 | DNS OK
F5 | F5-APP | LOGIN OK user=admin
F2 | F2-WIFI | HEARTBEAT OK
F2 | F2-PC-09 | LOGIN OK user=guest
F4 | F4-DEV-01 | SYNC OK
F5 | F5-DOMAIN | PACKETS TX 586
F5 | F5-FILE | LOGIN OK user=reception
F1 | F1-CAM-02 | AUTH OK user=admin
F4 | F4-CLOUD-01 | DEVICE IDLE
F3 | F3-FILE-02 | FILE READ
F2 | F2-PRINTER-03 | FILE WRITE
F3 | F3-PC-05 | SESSION ACTIVE
F4 | F4-FILE-02 | LOGIN OK user=reception
F2 | F2-PRINTER-04 | AUTH FAIL user=reception
F1 | F1-CAM-02 | SYNC OK
F2 | F2-PRINTER-01 | ACCESS OK
F5 | F5-CORE-SW | PACKETS RX 686
F1 | F1-WIFI | DNS OK
F5 | F5-HR | FILE WRITE
F2 | F2-PC-06 | DEVICE IDLE
F2 | F2-BADGE | AUTH FAIL user=dev
F3 | F3-PRINTER-01 | FILE WRITE
F4 | F4-SW-02 | SESSION ACTIVE
F3 | F3-PC-06 | DNS OK
F5 | F5-APP | LINK ACTIVE -> F4-CLOUD-02
F1 | F1-BADGE | AUTH OK user=reception
F4 | F4-PC-04 | PACKETS TX 767
F4 | F4-DEV-01 | DNS OK
F4 | F4-PC-06 | LINK ACTIVE -> F1-RECEPTION-01
F3 | F3-PC-06 | AUTH FAIL user=staff
F3 | F3-PRINTER-01 | LOGIN OK user=reception
F4 | F4-CLOUD-02 | AUTH OK user=guest
F3 | F3-PC-05 | LOGIN OK user=staff
F5 | F5-BADGE | ACCESS OK
F2 | F2-PRINTER-01 | SESSION ACTIVE
F1 | F1-RECEPTION-02 | AUTH FAIL user=staff
F3 | F3-FILE-01 | AUTH FAIL user=dev
F4 | F4-PC-06 | SESSION ACTIVE
F2 | F2-BADGE | HEARTBEAT OK
F3 | F3-PC-08 | FLOW NORMAL -> F4-SW-01
F4 | F4-PC-01 | SESSION ACTIVE
F3 | F3-PC-01 | LINK ACTIVE -> F5-CORE-SW
F3 | F3-PC-01 | LOGIN OK user=guest
F5 | F5-AUDIT | AUTH FAIL user=reception
F3 | F3-FILE-03 | LOGIN OK user=guest
F1 | F1-KIOSK | LINK ACTIVE -> F4-PC-04
F2 | F2-WIFI | SYNC OK
F4 | F4-PC-03 | SYNC OK
F2 | F2-WIFI | AUTH OK user=guest
F4 | F4-DEV-03 | HEARTBEAT OK
F1 | F1-RECEPTION-01 | PACKETS TX 844
F2 | F2-SWITCH | AUTH OK user=staff
F2 | F2-PC-03 | SESSION ACTIVE
F2 | F2-PRINTER-02 | LINK ACTIVE -> F4-DEV-03
F5 | F5-BACKUP | AUTH FAIL user=admin
F3 | F3-PRINTER-01 | DNS OK
F3 | F3-BADGE | FILE READ
F4 | F4-FILE-01 | AUTH FAIL user=staff
F3 | F3-PC-01 | AUTH FAIL user=admin
F3 | F3-PRINTER-01 | SESSION ACTIVE
F1 | F1-RECEPTION-01 | FILE READ
F3 | F3-CLOUD | HEARTBEAT OK
F4 | F4-PC-05 | DNS OK
F4 | F4-CLOUD-01 | SYNC OK
F1 | F1-WIFI | ACCESS OK
F4 | F4-PC-03 | LINK ACTIVE -> F1-WIFI
F3 | F3-PC-01 | FILE WRITE
F3 | F3-FILE-02 | LOGIN FAIL user=guest
F5 | F5-CORE-SW | SESSION ACTIVE
F3 | F3-PC-06 | AUTH FAIL user=dev
F3 | F3-PRINTER-01 | FILE READ
F2 | F2-PC-08 | PACKETS TX 183
F3 | F3-CLOUD | LOGIN FAIL user=guest
F3 | F3-PRINTER-02 | HEARTBEAT OK
F4 | F4-SW-02 | FILE READ
F5 | F5-BACKUP | SYNC OK
F5 | F5-APP | HEARTBEAT OK
F3 | F3-PC-03 | HEARTBEAT OK
F2 | F2-PC-06 | PACKETS RX 246
F4 | F4-FILE-01 | SYNC OK
F2 | F2-PC-01 | LINK ACTIVE -> F2-PC-08
F4 | F4-PC-03 | LOGIN FAIL user=admin
F2 | F2-WIFI | FLOW NORMAL -> F4-PC-04
F3 | F3-BADGE | LINK ACTIVE -> F3-PC-04
F4 | F4-SW-01 | PACKETS TX 141
F3 | F3-PC-09 | PACKETS TX 663
F1 | F1-CAM-02 | FILE WRITE
F3 | F3-PC-10 | HEARTBEAT OK
F3 | F3-PC-03 | PACKETS TX 354
F3 | F3-PC-05 | DNS OK
F5 | F5-FIREWALL | LINK ACTIVE -> F3-PC-05
F3 | F3-PC-02 | FILE READ
F5 | F5-AUDIT | PACKETS TX 191
F4 | F4-SW-01 | HEARTBEAT OK
F1 | F1-WIFI | LOGIN FAIL user=guest
F2 | F2-SWITCH | LINK ACTIVE -> F2-PC-09
F3 | F3-BADGE | FLOW NORMAL -> F2-PC-02
F2 | F2-PRINTER-03 | DNS OK
F3 | F3-PC-04 | AUTH OK user=reception
F4 | F4-CLOUD-02 | PACKETS RX 172
F2 | F2-WIFI | SYNC OK
F4 | F4-FILE-01 | SESSION ACTIVE
F3 | F3-PC-05 | PACKETS RX 296
F4 | F4-SW-02 | DNS OK
F3 | F3-PC-08 | LOGIN FAIL user=guest
F4 | F4-PC-02 | FILE READ
F4 | F4-PC-04 | SESSION ACTIVE
F5 | F5-BADGE | LOGIN OK user=reception
F5 | F5-APP | FILE WRITE
F2 | F2-PC-10 | LOGIN FAIL user=guest
F4 | F4-PC-04 | FILE WRITE
F2 | F2-PC-01 | PACKETS RX 613
F5 | F5-CORE-SW | FLOW NORMAL -> F2-PRINTER-03
F3 | F3-PC-06 | FILE READ
F4 | F4-CLOUD-02 | PACKETS RX 468
F3 | F3-PC-10 | FILE READ
F5 | F5-FINANCE | AUTH OK user=admin
F2 | F2-PC-08 | LOGIN FAIL user=staff
F2 | F2-PC-10 | DNS OK
F1 | F1-KIOSK | HEARTBEAT OK
F5 | F5-APP | DEVICE IDLE
F5 | F5-FILE | FILE READ
F4 | F4-DEV-03 | FILE READ
F4 | F4-PC-03 | FILE READ
F5 | F5-FILE | PACKETS RX 660
F2 | F2-BADGE | FILE WRITE
F1 | F1-CAM-01 | AUTH FAIL user=reception
F2 | F2-PRINTER-01 | DNS OK
F4 | F4-FILE-02 | ACCESS OK
F4 | F4-BADGE | LOGIN FAIL user=admin
F1 | F1-CAM-04 | FILE READ
F4 | F4-FILE-01 | SYNC OK
F3 | F3-PC-05 | LOGIN FAIL user=guest
F4 | F4-PC-02 | HEARTBEAT OK
F2 | F2-PC-09 | ACCESS OK
F4 | F4-CLOUD-01 | FLOW NORMAL -> F3-PC-06
F3 | F3-PC-05 | SESSION ACTIVE
F1 | F1-RECEPTION-01 | AUTH FAIL user=guest
F4 | F4-PC-05 | FILE READ
F2 | F2-PC-01 | DNS OK
F4 | F4-FILE-01 | SESSION ACTIVE
F4 | F4-FILE-01 | ACCESS OK
F3 | F3-FILE-02 | FILE READ
F3 | F3-FILE-03 | FILE WRITE
F2 | F2-PC-02 | AUTH FAIL user=dev
F4 | F4-BADGE | FLOW NORMAL -> F3-PC-08
F3 | F3-BADGE | FILE READ
F3 | F3-FILE-03 | HEARTBEAT OK
F2 | F2-PRINTER-02 | LOGIN FAIL user=guest
F2 | F2-PC-03 | AUTH OK user=reception
F5 | F5-DOMAIN | FILE WRITE
F3 | F3-PC-10 | FILE WRITE
F2 | F2-PRINTER-02 | SESSION ACTIVE
F4 | F4-PC-03 | SESSION ACTIVE
F2 | F2-PC-08 | DNS OK
F5 | F5-FILE | SESSION ACTIVE
F5 | F5-APP | AUTH FAIL user=reception
F3 | F3-PC-01 | SESSION ACTIVE
F2 | F2-WIFI | LINK ACTIVE -> F2-PRINTER-04
F2 | F2-SWITCH | ACCESS OK
F4 | F4-DEV-02 | LOGIN OK user=dev
F2 | F2-PC-04 | SESSION ACTIVE
F2 | F2-PC-01 | PACKETS RX 91
F4 | F4-PC-04 | AUTH FAIL user=admin
F1 | F1-WIFI | PACKETS TX 34
F3 | F3-PC-04 | LOGIN FAIL user=reception
F2 | F2-PC-03 | HEARTBEAT OK
F1 | F1-CAM-04 | ACCESS OK
F1 | F1-KIOSK | LINK ACTIVE -> F2-PC-03
F3 | F3-PC-01 | HEARTBEAT OK
F4 | F4-PC-04 | ACCESS OK
F5 | F5-FILE | LOGIN FAIL user=admin
F4 | F4-FILE-01 | PACKETS TX 383
F3 | F3-SWITCH | PACKETS TX 840
F3 | F3-PC-04 | DEVICE IDLE
F4 | F4-DEV-01 | FILE READ
F1 | F1-CAM-04 | DEVICE IDLE
F3 | F3-PRINTER-02 | AUTH FAIL user=guest
F4 | F4-CLOUD-01 | FILE READ
F2 | F2-PC-08 | HEARTBEAT OK
F2 | F2-PC-06 | ACCESS OK
F3 | F3-PC-05 | DEVICE IDLE
F4 | F4-SW-02 | LOGIN FAIL user=dev
F4 | F4-DEV-02 | DNS OK
F1 | F1-KIOSK | PACKETS TX 21
F4 | F4-PC-02 | LINK ACTIVE -> F3-PRINTER-01
F4 | F4-SW-01 | SYNC OK
F5 | F5-FILE | FILE READ
F2 | F2-PC-01 | DEVICE IDLE
F4 | F4-FILE-01 | LOGIN FAIL user=guest
F4 | F4-PC-05 | PACKETS RX 625
F2 | F2-SWITCH | FLOW NORMAL -> F5-AUDIT
F5 | F5-APP | LINK ACTIVE -> F2-PC-07
F5 | F5-HR | AUTH OK user=admin
F4 | F4-CLOUD-02 | SESSION ACTIVE
F4 | F4-SW-02 | AUTH FAIL user=reception
F5 | F5-FIREWALL | SYNC OK
F3 | F3-PC-05 | DNS OK
F2 | F2-PRINTER-02 | AUTH OK user=guest
F4 | F4-FILE-02 | HEARTBEAT OK
F2 | F2-PRINTER-01 | PACKETS TX 396
F3 | F3-PC-09 | SYNC OK
F3 | F3-PC-06 | LOGIN FAIL user=guest
F2 | F2-PC-08 | LOGIN FAIL user=guest
F3 | F3-PRINTER-02 | SYNC OK
F1 | F1-WIFI | PACKETS TX 390
F4 | F4-PC-04 | FILE WRITE
F3 | F3-PC-03 | SYNC OK
F3 | F3-PC-07 | AUTH FAIL user=admin
F2 | F2-PC-02 | AUTH FAIL user=guest
F3 | F3-SWITCH | DNS OK
F2 | F2-PC-05 | DEVICE IDLE
F2 | F2-PC-07 | PACKETS TX 393
F1 | F1-KIOSK | PACKETS RX 67
F5 | F5-CORE-SW | DNS OK
F4 | F4-PC-05 | FILE WRITE
F3 | F3-CLOUD | DEVICE IDLE
F2 | F2-PC-07 | SYNC OK
F2 | F2-PC-04 | FILE READ
F1 | F1-RECEPTION-01 | LOGIN OK user=admin
F2 | F2-PC-09 | PACKETS RX 861
F3 | F3-PC-02 | LOGIN FAIL user=reception
F2 | F2-PC-09 | PACKETS RX 153
F1 | F1-CAM-01 | PACKETS TX 320
F5 | F5-APP | AUTH FAIL user=admin
F5 | F5-FINANCE | DNS OK
F5 | F5-HR | PACKETS RX 725
F4 | F4-PC-04 | LINK ACTIVE -> F3-PRINTER-02
F2 | F2-PC-10 | DNS OK
F3 | F3-PC-02 | LINK ACTIVE -> F2-PRINTER-03
F5 | F5-FILE | FILE READ
F3 | F3-FILE-02 | SESSION ACTIVE
F1 | F1-RECEPTION-02 | FILE READ
F3 | F3-SWITCH | FILE WRITE
F5 | F5-BADGE | DEVICE IDLE
F4 | F4-PC-06 | FILE READ
F2 | F2-BADGE | PACKETS RX 293
F2 | F2-SWITCH | FILE READ
F2 | F2-PC-03 | FLOW NORMAL -> F3-PRINTER-01
F1 | F1-CAM-03 | PACKETS RX 472
F2 | F2-PRINTER-01 | FLOW NORMAL -> F4-SW-01
F5 | F5-FINANCE | PACKETS RX 152
F3 | F3-BADGE | DNS OK
F2 | F2-WIFI | HEARTBEAT OK
F4 | F4-PC-02 | AUTH FAIL user=staff
F4 | F4-PC-04 | FILE WRITE
F2 | F2-PRINTER-02 | LINK ACTIVE -> F2-PC-03
F4 | F4-PC-01 | LOGIN FAIL user=staff
F1 | F1-CAM-03 | AUTH FAIL user=dev
F3 | F3-SWITCH | FILE WRITE
F2 | F2-PC-10 | FILE READ
F3 | F3-PC-05 | LINK ACTIVE -> F2-PC-06
F3 | F3-PC-04 | FILE READ
F5 | F5-FILE | PACKETS RX 708
F2 | F2-PRINTER-03 | FILE READ
F2 | F2-PC-02 | LOGIN OK user=reception
F3 | F3-PC-09 | LOGIN OK user=admin
F1 | F1-RECEPTION-01 | AUTH FAIL user=guest
F2 | F2-PC-01 | AUTH FAIL user=reception
F5 | F5-BACKUP | SYNC OK
F1 | F1-RECEPTION-02 | LOGIN FAIL user=admin
F2 | F2-PC-03 | SESSION ACTIVE
F4 | F4-PC-05 | LOGIN FAIL user=reception
F3 | F3-FILE-02 | FLOW NORMAL -> F2-PC-03
F3 | F3-PRINTER-01 | AUTH OK user=dev
F2 | F2-PRINTER-04 | FILE READ
F1 | F1-RECEPTION-02 | FILE READ
F5 | F5-CORE-SW | LOGIN FAIL user=guest
F5 | F5-AUDIT | AUTH FAIL user=staff
F2 | F2-PC-06 | SESSION ACTIVE
F2 | F2-PRINTER-04 | HEARTBEAT OK
F4 | F4-SW-02 | PACKETS TX 129
F1 | F1-CAM-02 | FLOW NORMAL -> F3-BADGE
F2 | F2-PRINTER-01 | AUTH OK user=dev
F3 | F3-PC-06 | LINK ACTIVE -> F2-PC-01
F2 | F2-PC-06 | PACKETS RX 376
F5 | F5-FIREWALL | SESSION ACTIVE
F4 | F4-FILE-01 | HEARTBEAT OK
F3 | F3-PC-05 | PACKETS RX 51
F5 | F5-AUDIT | PACKETS RX 678
F5 | F5-CORE-SW | LOGIN OK user=staff
F5 | F5-FILE | PACKETS TX 539
F4 | F4-PC-01 | DNS OK
F2 | F2-PC-03 | LINK ACTIVE -> F3-PC-04
F1 | F1-CAM-01 | DNS OK
F2 | F2-PC-09 | PACKETS RX 880
F3 | F3-PC-01 | FLOW NORMAL -> F3-PC-01
F4 | F4-PC-01 | ACCESS OK
F2 | F2-PC-07 | FILE WRITE
F2 | F2-BADGE | ACCESS OK
F3 | F3-PC-07 | FILE READ
F2 | F2-PRINTER-01 | FILE READ
F4 | F4-CLOUD-01 | AUTH OK user=admin
F4 | F4-FILE-01 | FLOW NORMAL -> F5-CORE-SW
F3 | F3-BADGE | AUTH OK user=admin
F2 | F2-SWITCH | DEVICE IDLE
F5 | F5-BACKUP | SESSION ACTIVE
F4 | F4-DEV-03 | FLOW NORMAL -> F3-CLOUD
F4 | F4-FILE-02 | FILE READ
F1 | F1-BADGE | SYNC OK
F2 | F2-BADGE | ACCESS OK
F2 | F2-PC-06 | AUTH FAIL user=dev
F4 | F4-DEV-02 | AUTH OK user=admin
F2 | F2-PC-02 | DEVICE IDLE
F3 | F3-PRINTER-02 | ACCESS OK
F2 | F2-PC-09 | SYNC OK
F3 | F3-PC-09 | HEARTBEAT OK
F2 | F2-PC-03 | FILE READ
F3 | F3-PC-02 | FILE READ
F2 | F2-PC-04 | AUTH FAIL user=staff
F5 | F5-DOMAIN | PACKETS RX 606
F5 | F5-FILE | AUTH FAIL user=dev
F4 | F4-BADGE | PACKETS RX 568
F3 | F3-PC-08 | AUTH FAIL user=guest
F2 | F2-PRINTER-02 | PACKETS TX 773
F4 | F4-PC-05 | SESSION ACTIVE
F4 | F4-BADGE | FILE READ
F5 | F5-FINANCE | FLOW NORMAL -> F3-PC-07
F1 | F1-RECEPTION-01 | FLOW NORMAL -> F2-PC-07
F2 | F2-PC-09 | FILE READ
F3 | F3-PC-08 | LINK ACTIVE -> F4-PC-03
F3 | F3-PC-05 | FILE WRITE
F4 | F4-CLOUD-01 | SESSION ACTIVE
F4 | F4-SW-01 | DEVICE IDLE
F4 | F4-CLOUD-02 | PACKETS RX 286
F4 | F4-FILE-01 | SYNC OK
F3 | F3-FILE-03 | AUTH OK user=admin
F4 | F4-DEV-02 | PACKETS TX 869
F2 | F2-PC-02 | AUTH OK user=guest
F3 | F3-PC-04 | AUTH OK user=staff
F1 | F1-CAM-04 | AUTH OK user=admin
F5 | F5-HR | HEARTBEAT OK
F4 | F4-FILE-01 | FLOW NORMAL -> F5-FINANCE
F5 | F5-HR | AUTH FAIL user=reception
F1 | F1-RECEPTION-01 | DNS OK
F1 | F1-KIOSK | FILE WRITE
F5 | F5-CORE-SW | DEVICE IDLE
F3 | F3-PC-05 | LINK ACTIVE -> F4-SW-02
F2 | F2-PRINTER-02 | SYNC OK
F2 | F2-PRINTER-03 | AUTH OK user=admin
F2 | F2-PC-08 | DEVICE IDLE
F1 | F1-CAM-03 | FILE WRITE
F5 | F5-HR | FILE READ
F2 | F2-PRINTER-02 | DEVICE IDLE
F2 | F2-PC-05 | PACKETS TX 699
F3 | F3-PC-05 | AUTH FAIL user=admin
F3 | F3-FILE-02 | LOGIN FAIL user=admin
F3 | F3-PC-07 | DNS OK
F1 | F1-KIOSK | FILE READ
F3 | F3-PC-01 | PACKETS RX 662
F5 | F5-BACKUP | LINK ACTIVE -> F4-CLOUD-02
F5 | F5-FILE | LINK ACTIVE -> F4-PC-01
F1 | F1-KIOSK | LOGIN OK user=admin
F3 | F3-FILE-02 | DEVICE IDLE
F2 | F2-PC-04 | HEARTBEAT OK
F4 | F4-BADGE | SESSION ACTIVE
F4 | F4-DEV-01 | DEVICE IDLE
F1 | F1-RECEPTION-01 | AUTH FAIL user=reception
F5 | F5-FILE | DNS OK
F2 | F2-PC-01 | FLOW NORMAL -> F4-DEV-02
F2 | F2-PC-06 | LOGIN FAIL user=guest
F2 | F2-PC-10 | ACCESS OK
F3 | F3-PC-02 | LOGIN FAIL user=reception
F4 | F4-PC-03 | PACKETS RX 377
F4 | F4-FILE-01 | SESSION ACTIVE
F5 | F5-CORE-SW | ACCESS OK
F2 | F2-PC-04 | LOGIN OK user=reception
